2017-08-18 12:13:10,070 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 277.0 (TID 555)
2017-08-18 12:17:45,055 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_332 stored as values in memory (estimated size 34.5 KB, free 413.4 MB)
2017-08-18 12:17:45,058 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_332_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.3 MB)
2017-08-18 12:17:45,059 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_332_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:17:45,060 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 332 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:17:45,060 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 332 (MapPartitionsRDD[665] at map at streamingProcessNew.scala:49)
2017-08-18 12:17:45,060 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 332.0 with 2 tasks
2017-08-18 12:17:45,062 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 332.0 (TID 664, localhost, partition 0, ANY, 5657 bytes)
2017-08-18 12:17:45,063 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 332.0 (TID 665, localhost, partition 1, ANY, 5657 bytes)
2017-08-18 12:17:45,063 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 332.0 (TID 665)
2017-08-18 12:17:45,063 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 332.0 (TID 664)
2017-08-18 12:17:45,066 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:17:45,066 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:17:45,069 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 332.0 (TID 664). 714 bytes result sent to driver
2017-08-18 12:17:45,069 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 332.0 (TID 665). 714 bytes result sent to driver
2017-08-18 12:17:45,071 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 332.0 (TID 664) in 11 ms on localhost (1/2)
2017-08-18 12:17:45,072 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 332.0 (TID 665) in 9 ms on localhost (2/2)
2017-08-18 12:17:45,072 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 332.0, whose tasks have all completed, from pool 
2017-08-18 12:17:45,072 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 332 (foreachPartition at streamingProcessNew.scala:50) finished in 0.012 s
2017-08-18 12:17:45,072 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 332 finished: foreachPartition at streamingProcessNew.scala:50, took 0.020617 s
2017-08-18 12:17:45,072 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029865000 ms.0 from job set of time 1503029865000 ms
2017-08-18 12:17:45,073 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.072 s for time 1503029865000 ms (execution: 0.050 s)
2017-08-18 12:17:45,073 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 663 from persistence list
2017-08-18 12:17:45,073 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 662 from persistence list
2017-08-18 12:17:45,073 [block-manager-slave-async-thread-pool-29] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 663
2017-08-18 12:17:45,074 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 662
2017-08-18 12:17:45,074 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:17:45,074 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029855000 ms
2017-08-18 12:17:50,021 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029870000 ms
2017-08-18 12:17:50,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029870000 ms.0 from job set of time 1503029870000 ms
2017-08-18 12:17:50,060 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:17:50,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 333 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:17:50,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 333 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:17:50,061 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:17:50,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:17:50,062 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 333 (MapPartitionsRDD[667] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:17:50,074 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_333 stored as values in memory (estimated size 34.5 KB, free 413.3 MB)
2017-08-18 12:17:50,083 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_333_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.3 MB)
2017-08-18 12:17:50,085 [dispatcher-event-loop-2] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_333_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.7 MB)
2017-08-18 12:17:50,086 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 333 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:17:50,086 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 333 (MapPartitionsRDD[667] at map at streamingProcessNew.scala:49)
2017-08-18 12:17:50,087 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 333.0 with 2 tasks
2017-08-18 12:17:50,093 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 333.0 (TID 666, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:17:50,094 [dispatcher-event-loop-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 333.0 (TID 667, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:17:50,094 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 333.0 (TID 667)
2017-08-18 12:17:50,094 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 333.0 (TID 666)
2017-08-18 12:17:50,098 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:17:50,098 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:17:50,103 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 333.0 (TID 666). 714 bytes result sent to driver
2017-08-18 12:17:50,103 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 333.0 (TID 667). 714 bytes result sent to driver
2017-08-18 12:17:50,107 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 333.0 (TID 667) in 13 ms on localhost (1/2)
2017-08-18 12:17:50,107 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 333.0 (TID 666) in 20 ms on localhost (2/2)
2017-08-18 12:17:50,107 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 333.0, whose tasks have all completed, from pool 
2017-08-18 12:17:50,107 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 333 (foreachPartition at streamingProcessNew.scala:50) finished in 0.020 s
2017-08-18 12:17:50,108 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 333 finished: foreachPartition at streamingProcessNew.scala:50, took 0.047734 s
2017-08-18 12:17:50,109 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029870000 ms.0 from job set of time 1503029870000 ms
2017-08-18 12:17:50,109 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.108 s for time 1503029870000 ms (execution: 0.087 s)
2017-08-18 12:17:50,109 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 665 from persistence list
2017-08-18 12:17:50,110 [block-manager-slave-async-thread-pool-30] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 665
2017-08-18 12:17:50,110 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 664 from persistence list
2017-08-18 12:17:50,110 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 664
2017-08-18 12:17:50,110 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:17:50,110 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029860000 ms
2017-08-18 12:17:55,020 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029875000 ms
2017-08-18 12:17:55,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029875000 ms.0 from job set of time 1503029875000 ms
2017-08-18 12:17:55,052 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:17:55,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 334 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:17:55,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 334 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:17:55,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:17:55,053 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:17:55,054 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 334 (MapPartitionsRDD[669] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:17:55,060 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_334 stored as values in memory (estimated size 34.5 KB, free 413.3 MB)
2017-08-18 12:17:55,066 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_334_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.2 MB)
2017-08-18 12:17:55,067 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_334_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:17:55,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 334 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:17:55,067 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 334 (MapPartitionsRDD[669] at map at streamingProcessNew.scala:49)
2017-08-18 12:17:55,068 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 334.0 with 2 tasks
2017-08-18 12:17:55,070 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 334.0 (TID 668, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:17:55,070 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 334.0 (TID 669, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:17:55,071 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 334.0 (TID 668)
2017-08-18 12:17:55,071 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 334.0 (TID 669)
2017-08-18 12:17:55,073 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:17:55,073 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:17:55,077 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 334.0 (TID 668). 801 bytes result sent to driver
2017-08-18 12:17:55,077 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 334.0 (TID 669). 801 bytes result sent to driver
2017-08-18 12:17:55,079 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 334.0 (TID 668) in 10 ms on localhost (1/2)
2017-08-18 12:17:55,079 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 334.0 (TID 669) in 9 ms on localhost (2/2)
2017-08-18 12:17:55,079 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 334.0, whose tasks have all completed, from pool 
2017-08-18 12:17:55,079 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 334 (foreachPartition at streamingProcessNew.scala:50) finished in 0.011 s
2017-08-18 12:17:55,079 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 334 finished: foreachPartition at streamingProcessNew.scala:50, took 0.027024 s
2017-08-18 12:17:55,080 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029875000 ms.0 from job set of time 1503029875000 ms
2017-08-18 12:17:55,080 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.080 s for time 1503029875000 ms (execution: 0.059 s)
2017-08-18 12:17:55,080 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 667 from persistence list
2017-08-18 12:17:55,080 [block-manager-slave-async-thread-pool-30] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 667
2017-08-18 12:17:55,080 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 666 from persistence list
2017-08-18 12:17:55,080 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 666
2017-08-18 12:17:55,080 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:17:55,081 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029865000 ms
2017-08-18 12:18:00,014 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029880000 ms
2017-08-18 12:18:00,015 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029880000 ms.0 from job set of time 1503029880000 ms
2017-08-18 12:18:00,028 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:18:00,028 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 335 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:18:00,028 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 335 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:18:00,028 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:18:00,029 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:18:00,029 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 335 (MapPartitionsRDD[671] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:18:00,032 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_335 stored as values in memory (estimated size 34.5 KB, free 413.2 MB)
2017-08-18 12:18:00,035 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_335_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.2 MB)
2017-08-18 12:18:00,036 [dispatcher-event-loop-3] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_335_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:18:00,036 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 335 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:18:00,036 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 335 (MapPartitionsRDD[671] at map at streamingProcessNew.scala:49)
2017-08-18 12:18:00,036 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 335.0 with 2 tasks
2017-08-18 12:18:00,040 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 335.0 (TID 670, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:18:00,041 [dispatcher-event-loop-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 335.0 (TID 671, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:18:00,041 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 335.0 (TID 670)
2017-08-18 12:18:00,041 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 335.0 (TID 671)
2017-08-18 12:18:00,043 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:18:00,043 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:18:00,046 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 335.0 (TID 670). 714 bytes result sent to driver
2017-08-18 12:18:00,046 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 335.0 (TID 671). 714 bytes result sent to driver
2017-08-18 12:18:00,048 [task-result-getter-2] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 335.0 (TID 670) in 11 ms on localhost (1/2)
2017-08-18 12:18:00,049 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 335.0 (TID 671) in 8 ms on localhost (2/2)
2017-08-18 12:18:00,049 [task-result-getter-3] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 335.0, whose tasks have all completed, from pool 
2017-08-18 12:18:00,049 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 335 (foreachPartition at streamingProcessNew.scala:50) finished in 0.012 s
2017-08-18 12:18:00,050 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 335 finished: foreachPartition at streamingProcessNew.scala:50, took 0.021634 s
2017-08-18 12:18:00,050 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029880000 ms.0 from job set of time 1503029880000 ms
2017-08-18 12:18:00,051 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.050 s for time 1503029880000 ms (execution: 0.035 s)
2017-08-18 12:18:00,051 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 669 from persistence list
2017-08-18 12:18:00,051 [block-manager-slave-async-thread-pool-30] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 669
2017-08-18 12:18:00,051 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 668 from persistence list
2017-08-18 12:18:00,052 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 668
2017-08-18 12:18:00,052 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.ReceivedBlockTracker] - Deleting batches: 
2017-08-18 12:18:00,052 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.InputInfoTracker] - remove old batch metadata: 1503029870000 ms
2017-08-18 12:18:05,021 [JobGenerator] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Added jobs for time 1503029885000 ms
2017-08-18 12:18:05,021 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Starting job streaming job 1503029885000 ms.0 from job set of time 1503029885000 ms
2017-08-18 12:18:05,041 [streaming-job-executor-0] INFO  [org.apache.spark.SparkContext] - Starting job: foreachPartition at streamingProcessNew.scala:50
2017-08-18 12:18:05,042 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Got job 336 (foreachPartition at streamingProcessNew.scala:50) with 2 output partitions
2017-08-18 12:18:05,042 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Final stage: ResultStage 336 (foreachPartition at streamingProcessNew.scala:50)
2017-08-18 12:18:05,042 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Parents of final stage: List()
2017-08-18 12:18:05,042 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Missing parents: List()
2017-08-18 12:18:05,042 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting ResultStage 336 (MapPartitionsRDD[673] at map at streamingProcessNew.scala:49), which has no missing parents
2017-08-18 12:18:05,046 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_336 stored as values in memory (estimated size 34.5 KB, free 413.1 MB)
2017-08-18 12:18:05,050 [dag-scheduler-event-loop] INFO  [org.apache.spark.storage.memory.MemoryStore] - Block broadcast_336_piece0 stored as bytes in memory (estimated size 25.1 KB, free 413.1 MB)
2017-08-18 12:18:05,051 [dispatcher-event-loop-1] INFO  [org.apache.spark.storage.BlockManagerInfo] - Added broadcast_336_piece0 in memory on 192.168.31.111:60809 (size: 25.1 KB, free: 413.6 MB)
2017-08-18 12:18:05,051 [dag-scheduler-event-loop] INFO  [org.apache.spark.SparkContext] - Created broadcast 336 from broadcast at DAGScheduler.scala:1012
2017-08-18 12:18:05,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - Submitting 2 missing tasks from ResultStage 336 (MapPartitionsRDD[673] at map at streamingProcessNew.scala:49)
2017-08-18 12:18:05,052 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Adding task set 336.0 with 2 tasks
2017-08-18 12:18:05,054 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 0.0 in stage 336.0 (TID 672, localhost, partition 0, ANY, 5658 bytes)
2017-08-18 12:18:05,055 [dispatcher-event-loop-3] INFO  [org.apache.spark.scheduler.TaskSetManager] - Starting task 1.0 in stage 336.0 (TID 673, localhost, partition 1, ANY, 5658 bytes)
2017-08-18 12:18:05,055 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Running task 0.0 in stage 336.0 (TID 672)
2017-08-18 12:18:05,055 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Running task 1.0 in stage 336.0 (TID 673)
2017-08-18 12:18:05,057 [Executor task launch worker-1] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 998 is the same as ending offset skipping test07 1
2017-08-18 12:18:05,057 [Executor task launch worker-0] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Beginning offset 976 is the same as ending offset skipping test07 0
2017-08-18 12:18:05,061 [Executor task launch worker-0] INFO  [org.apache.spark.executor.Executor] - Finished task 0.0 in stage 336.0 (TID 672). 714 bytes result sent to driver
2017-08-18 12:18:05,061 [Executor task launch worker-1] INFO  [org.apache.spark.executor.Executor] - Finished task 1.0 in stage 336.0 (TID 673). 714 bytes result sent to driver
2017-08-18 12:18:05,062 [task-result-getter-0] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 0.0 in stage 336.0 (TID 672) in 10 ms on localhost (1/2)
2017-08-18 12:18:05,062 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSetManager] - Finished task 1.0 in stage 336.0 (TID 673) in 7 ms on localhost (2/2)
2017-08-18 12:18:05,063 [task-result-getter-1] INFO  [org.apache.spark.scheduler.TaskSchedulerImpl] - Removed TaskSet 336.0, whose tasks have all completed, from pool 
2017-08-18 12:18:05,063 [dag-scheduler-event-loop] INFO  [org.apache.spark.scheduler.DAGScheduler] - ResultStage 336 (foreachPartition at streamingProcessNew.scala:50) finished in 0.011 s
2017-08-18 12:18:05,063 [streaming-job-executor-0] INFO  [org.apache.spark.scheduler.DAGScheduler] - Job 336 finished: foreachPartition at streamingProcessNew.scala:50, took 0.021424 s
2017-08-18 12:18:05,063 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Finished job streaming job 1503029885000 ms.0 from job set of time 1503029885000 ms
2017-08-18 12:18:05,063 [JobScheduler] INFO  [org.apache.spark.streaming.scheduler.JobScheduler] - Total delay: 0.063 s for time 1503029885000 ms (execution: 0.042 s)
2017-08-18 12:18:05,063 [JobGenerator] INFO  [org.apache.spark.rdd.MapPartitionsRDD] - Removing RDD 671 from persistence list
2017-08-18 12:18:05,064 [block-manager-slave-async-thread-pool-30] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 671
2017-08-18 12:18:05,064 [JobGenerator] INFO  [org.apache.spark.streaming.kafka.KafkaRDD] - Removing RDD 670 from persistence list
2017-08-18 12:18:05,064 [block-manager-slave-async-thread-pool-31] INFO  [org.apache.spark.storage.BlockManager] - Removing RDD 670
